"R11" "R12" "R13" "R14" "R15" "R16" "R17" "R18" "R19" "R110" "R21" "R22" "R23" "R24" "R25" "R26" "R27" "R28" "R29" "R210" "R31" "R32" "R33" "R34" "R35" "R36" "R37" "R38" "R39" "R310" "R41" "R42" "R43" "R44" "R45" "R46" "R47" "R48" "R49" "R410" "R51" "R52" "R53" "R54" "R55" "R56" "R57" "R58" "R59" "R510" "R61" "R62" "R63" "R64" "R65" "R66" "R67" "R68" "R69" "R610" "R71" "R72" "R73" "R74" "R75" "R76" "R77" "R78" "R79" "R710" "R81" "R82" "R83" "R84" "R85" "R86" "R87" "R88" "R89" "R810" "R91" "R92" "R93" "R94" "R95" "R96" "R97" "R98" "R99" "R910" "R101" "R102" "R103" "R104" "R105" "R106" "R107" "R108" "R109" "R1010"
"R21" 17.4359155225478 18.3899470100804 20.8546935507352 23.4559756738593 19.0812674343285 12.811956373663 9.90175581074454 5.89502512673374 7.20297017651539 10.8452611570221 72.5791028411133 17.8391087335912 9.91288174445476 6.51129782943574 9.58123689535821 5.37321966825687 5.98902512349124 1.88904176906475 4.38585987548684 11.9914245672258 18.7992191452237 9.98997628703992 19.9521947566075 1.29804450610919 6.93914604933429 4.71893920059039 1.46448025508256 4.06447124620573 4.01565962999486 7.30962753580882 27.8038016566059 13.9661479469492 10.119360087355 6.71141236492618 1.38808113736848 3.55022269218217 0.0710531958105112 3.13409472043418 1.80525420887327 11.0359158575369 14.3391274507854 5.31388939926228 7.85985104356023 1.19174355006734 4.11550492828263 2.34007771492994 1.82139719368266 0.230560854299582 -2.25419912591864 0.499930954531025 8.32806402909057 6.29870201702685 6.12974162385478 3.04708022365105 1.57505089592494 -3.84208119341138 -2.9883281370644 -4.28193289173332 -5.8021344677844 9.84136442721501 8.84779746708339 6.62781456803191 2.34871320623072 2.19763339905537 -2.0588042138442 -1.94745342301593 -0.445864598822573 -4.68052247686483 -7.78573788965878 -0.292494179258081 10.6617680155861 2.75725424031787 1.49263726832925 -0.825642635564396 -1.70693618861619 -1.61796263651391 -1.3850321296369 -3.76102819808558 -5.00422609970291 9.076202957594 5.34644170322267 0.381903085815738 -2.95028846495728 -5.56354734994072 -2.47625634621092 -7.65849329348142 -5.7184604547473 -8.64276207039252 -3.21809810617525 13.1383712277931 -0.931401427666963 -0.751244807385141 -0.688316515206952 -6.56416554486854 -6.35686695876344 -7.44963514556046 -6.80915079910745 -2.45919472671658 10.8388290852696 6.66012709663102
"R22" 13.0438803758832 9.57571413255988 22.0672800339036 16.8697452621139 9.62303395343735 2.15059572300551 5.71750478163345 6.20961559138449 6.78912517665553 8.39965925497335 17.8391087335912 58.1965266667443 7.78161981397309 5.31082194895289 8.93447503672007 5.4368485681399 9.56244348684875 5.37157455718312 5.01125239715088 10.839832148579 13.1327688513158 6.65761106735715 17.5438246959863 0.965134787573941 6.855041626657 5.64887898675348 1.41018862112498 3.76857274421009 4.5866872450605 3.85193206186991 17.5963454834617 10.4845836914442 5.7195256457953 6.42457813463632 3.93900842952979 1.33817501454234 4.29881752835863 5.04948295097137 5.56344474094787 6.99031973033547 8.75731149060354 4.28860205900846 7.49802317975383 2.9567108023588 1.63478942793608 3.67147957755394 3.01862226319411 0.391091348501219 -0.203826836956705 2.69196638327416 5.89597800713913 3.70288199060461 7.39541843862891 1.74159494562854 1.79867598239916 -0.966712814676818 1.84501335548187 -0.208959623380293 -2.37071807581752 3.93630946436823 8.47394914866626 7.00694743654815 2.02731615151813 -0.110429220486042 0.303947839991677 -0.538021240489697 2.94968464855869 1.89659799921385 -3.0697599011156 -7.02416550005812 7.34759951727699 1.40296681286786 1.42389851832622 0.533453704790431 -2.88038289624282 0.820604128886559 0.153825174638605 -4.20730039403139 -0.469141941934835 4.74950812712408 4.59921172412292 0.773446816969866 -1.36810595752912 -1.44773694785421 -0.903195583678359 -1.09169477234618 -4.6230533501501 -2.31158821146998 -4.23966485038884 5.46489943965412 -2.10062251585719 -3.15288593335283 -0.673245963922836 -5.83139809830547 -3.97320101396132 -2.83681167390296 -5.84578661643322 -3.99152458569997 1.53979740962541 2.35106035058719
"R23" 47.1734027591123 17.1867732617647 4.46944052066261 11.3007150045297 33.0817349683627 20.1770956964365 58.3972145549766 38.6120543664643 54.0916683664402 31.0663170980249 9.91288174445476 7.78161981397309 143.828018253565 23.6894711363134 36.4197949505512 14.2483307259223 31.2849719716761 36.8725951213327 40.302348066494 40.3660609559829 39.9307107488514 48.2110881129915 2.16182027572171 24.7465599068105 29.0134765082809 36.5087625707326 28.6689340296803 27.7956751774904 23.8757776559166 22.9403069023865 8.60371709002995 9.33716795116995 20.1743324296987 30.1688198638213 25.4595765874783 20.4355570602021 21.2766248329183 13.1726457142448 22.9174455179333 19.9984531904337 20.0107386237946 20.4998221661339 16.5853450143933 7.69749347806556 12.8148702232035 13.1436324100021 14.5208798508557 22.3948097378248 20.4116376431155 19.7063470905284 19.54058818524 10.3962717688047 13.3777277739612 8.65911988762095 5.11464396862046 8.55448913652611 17.6502045490883 11.117802111948 8.92657193900518 3.20572253299116 8.29898985080058 32.1923203227261 5.50246442388612 9.7622294412874 10.7012674239401 7.83482523100625 7.21380220450159 9.65856287856417 9.02083336375864 23.2610724868737 -2.22239195769792 3.06112562470505 7.80642028643714 2.80657989484169 9.03737288392359 7.6561715649996 4.68865585180815 10.9178111179886 15.1972251083699 -0.218820196775252 -0.15177603511314 -0.128217110971888 1.17400169388465 -0.638807276384867 -2.18039545483857 4.8934195293147 7.69981973792516 3.31904618299722 5.98027969227326 -1.16150794397033 -4.52193754193137 -3.98394742035014 -5.51423191853708 -0.409220870801298 -0.317720608100057 -1.78239542615652 3.14431270912297 7.54175118655589 0.614508949278309 -0.945266377666693
"R24" 30.2169875816511 7.8402426956235 9.69685545928959 3.65400039548842 29.7042287827637 36.0196810042234 30.7178299989184 26.6172918306358 21.5736475549548 32.4030962354481 6.51129782943574 5.31082194895289 23.6894711363134 60.4466444939605 24.5235239322337 21.7453284047934 17.7075981208589 16.1547587462391 15.0348687982671 19.0621598220666 17.6959602274061 19.4836999135342 3.7552310855271 14.9666679576485 15.0675209140752 9.51120050068841 17.8092058035822 10.2959884660516 16.0507229365105 13.6607186685925 7.08438988791229 6.38522835596333 12.4651347628859 11.7637030493351 12.868284528171 15.0607557299765 11.1724041081123 15.7169190002992 13.8556335775439 16.1663049472457 8.16233819338961 17.0376312814012 7.43610863187378 7.0419606872273 8.06963939459947 8.22361537622231 11.0711360914073 9.41270619158223 11.2988090967486 15.858745838186 15.3383221342629 5.03579827352423 3.53523869382603 5.1497458359618 6.59436935290688 5.40298994189116 5.06229310401763 4.67310867374888 10.0503863177737 3.44070184137918 3.92552738384942 2.76276076411704 2.8821138300425 4.77462990053177 6.28728042131886 5.76789483359313 7.09694423671167 6.71003357003789 15.175540435593 16.1472952599411 1.30868369805756 -1.29173623149299 6.86010152996246 3.9718195826629 7.25698904586529 2.30573687374837 -0.92635083911275 8.98489185494908 0.626189674664355 -2.5021326930288 0.169820647396691 -0.36552723727724 2.03660975956063 1.72449007602497 -2.20335088541215 3.35043292210999 3.59902444956888 3.67594078460281 0.758594117135518 -2.04287810995399 -3.20033578821332 -3.38998525949493 -4.76168677570165 -1.19438348418999 -1.83272765788043 0.814778599179082 -0.0810262931622287 -1.63403094418721 -0.155146340763553 -0.894271160357451
"R25" 27.4276160243336 12.0318868569732 12.1193184412146 5.95044187916833 24.8798809823131 19.3084077159988 31.8247683494016 28.281395721521 29.3683063986939 33.8564102817936 9.58123689535821 8.93447503672007 36.4197949505512 24.5235239322337 51.5667483537784 14.9802336905808 21.6602636694187 18.8828333597688 21.3879965695337 28.6735104589574 17.1368226668176 20.222842448335 5.82824066282768 18.0491751980195 18.7810001214998 16.5500312877541 18.4217211009118 14.2093296372868 15.6511394361228 19.5674342153695 7.99735177188432 10.7347674533649 12.3882969494114 12.3736334303571 13.4472064039696 10.7430517513655 13.655038610114 13.0666380373585 16.959545758484 19.9825897812343 9.07808996346429 12.7790135729085 11.8357379608217 6.56943213841536 9.55219018893764 10.2072735892173 12.4897320429893 11.0026794611841 13.5775992542017 17.6882873501784 9.61019992473058 7.73567658609009 8.39293626181737 5.90137734681387 5.37972131253316 4.95468078690239 6.53985484953327 7.75469071649764 7.19856786083242 9.12262025037146 2.68367539544894 13.0459084572022 4.75981637639311 6.0079725654109 6.95672147939639 6.89803257586408 6.42349102132448 7.56952049902007 13.8729644315606 12.7645530668497 -0.201415640071279 -0.515270853226068 4.05088279891271 3.90193105573131 4.39549457117361 2.6376659185674 4.19114414521036 8.071018037613 4.79358064462957 1.75472593806586 -0.836509177691605 0.134107412434024 1.64404030876359 0.610562495821826 0.98613011682584 3.2378382752265 6.88206931205383 8.48768045226515 4.06074155894091 3.89825751724836 -3.78114405678289 -2.30567657678974 -2.28733937478468 -0.834809954777735 -2.41363638107011 0.673019258921366 2.58303105989747 2.24641174573592 3.28473129683903 -0.267880675454294
"R26" 17.4125124400326 8.11783275678651 11.9005105363076 11.5668143496767 22.1414642270703 18.5717450101831 18.671037347276 20.584371230656 21.6835258168202 26.237526817867 5.37321966825687 5.4368485681399 14.2483307259223 21.7453284047934 14.9802336905808 34.6144144447086 15.3721443971807 15.5680112478279 14.0500546076709 17.2346287939279 9.3120209672845 16.6502275883437 2.56427750764089 12.2002695996645 11.8496894245092 10.3490749916954 13.3149856494317 12.3611238499817 15.4655970362609 15.1740422716587 3.77457227198984 5.30316216986214 9.27298629386779 7.31264671438459 10.461773382247 11.597678877065 9.65181946406699 13.1152532671665 11.6490164389448 17.4126903918085 3.74918684013385 8.51086762839005 6.94946249471474 7.5918622416257 7.19131763898581 7.11477466143176 8.14161297227777 7.30218479421284 14.1652393374149 12.9668866007982 8.77825425852173 3.5792653332464 2.96455478734447 5.25687064595509 5.98982709522614 6.8065693910614 5.49227401873563 7.28095745977766 8.00644460913223 8.4477494995334 0.319794521866659 0.629947672158808 3.50180613964492 4.27709393171363 6.81269128625626 5.00376728985568 7.72911854984695 7.45969247842912 11.3779732901616 15.3258358779243 -1.94698184268581 0.267048193137358 3.93713282948951 4.51450512723667 3.38042488326182 2.45512076305345 1.89359318445353 5.28923444470782 5.19492033888676 1.8744180668245 -1.34967325890274 0.244846199945468 1.63930009382143 3.44379179484474 3.37472389370989 1.70314996179053 7.36921880745728 5.48772373356742 4.27880597475194 2.59535928900076 -3.23560105704394 -2.93379881276439 -2.67042234240379 -0.454817903419002 -0.63256021202601 -0.516540816852389 1.03624631186278 2.79994815836038 0.309855319581593 0.19287060573758
"R27" 24.9873479755376 17.5046138025731 12.1444937033059 8.90198262071307 22.2314427826872 11.7296102485534 22.8927928491495 20.9093925579086 27.0311085583693 25.2318736210643 5.98902512349124 9.56244348684875 31.2849719716761 17.7075981208589 21.6602636694187 15.3721443971807 31.1791365801476 20.5854443723411 20.9260620827027 25.0251316107493 19.3569371173854 20.7538846220758 6.25493960441877 12.521628733822 17.4591031647187 15.2317001342867 17.2504262713053 14.3478682699615 16.8022086803505 16.4769243203386 4.84523186642974 7.20072871731725 12.5927691310664 13.7174846731026 13.539118789011 12.3418848717767 11.706938722396 12.779799407446 13.9702893225867 16.953919685671 7.49341443606913 11.0297102708319 9.34648696295435 6.99324238911205 8.02787188889768 8.36621341648762 9.30890394987743 9.32556837425893 15.1229705247532 14.9440133873104 10.4022623354213 5.78318146143546 5.87381268554464 5.79794162420778 4.93434488914256 7.07947440503764 8.45702405418357 10.7888553269209 9.3772359297631 11.2114546112055 1.90705145671154 8.49567590312791 4.01531604755007 3.24826226691914 6.22567607462016 5.56728144022329 6.11645648688415 8.89052377500822 9.59442169073136 15.3433168887575 -1.23873051855934 0.765563368000944 3.77860082080189 3.23029810855537 3.97507048395111 2.60926033492317 4.53237829160977 7.98713643087913 8.563603745002 3.82573977048078 -1.26021724919468 0.106804255315012 1.17589021430812 0.207022528927377 1.44680469942332 2.79203583009072 5.49192531090125 5.49166685430576 5.07543848723277 3.51534691462953 -3.76432682321325 -2.9506199074698 -2.56702276006385 -1.07587577808919 -0.339757086158083 0.719290081850447 2.5219200051455 5.92481472773075 2.0806256134187 0.275950042714501
"R28" 21.5321797848437 13.3156841578946 6.30921124782181 6.28338188899204 21.0938525686196 12.1845901843747 25.9706112076806 23.8862179644529 31.5361115547614 24.7819725018605 1.88904176906475 5.37157455718312 36.8725951213327 16.1547587462391 18.8828333597688 15.5680112478279 20.5854443723411 31.4074422499138 22.0714085146883 24.5774250193094 17.3284334365193 22.7629032417286 3.85261962843652 14.9650505017513 16.7965620771657 17.5657810604635 17.4457638834189 16.4062585292442 17.003327199499 18.6268787950136 1.95285041027708 4.21275921198108 13.0238486051461 13.5681945907249 16.0507697177562 13.0953013476652 13.6731314398874 13.1704243283894 14.8346936441661 16.9315624537602 8.09147139403979 10.5191972806081 7.30663092067865 7.45191979834618 8.21686207438607 9.26263613918503 8.35384530323607 11.4099244887766 16.5533422465319 16.3771967332302 8.59233875009343 5.79896893768636 5.72115280882959 6.30204792042151 6.04928653406753 8.3962769959739 9.33113169391274 10.4740845931241 9.30385932527803 9.31801100945852 0.55957274574033 7.34130384159079 4.62418498184704 4.69959779923595 7.1129792327532 5.75220151912548 8.10980984316014 9.41178529045773 11.1617795316285 17.0763903065087 -2.91937065363275 0.0533098499987807 5.64556715188084 4.1848260735753 4.71776490689176 3.9873594138741 4.84123179013863 8.64397606325115 10.6025136619493 2.15112726646406 -1.86765567655421 0.0188570794960874 1.54325075361715 1.68803021921125 0.664568656145549 4.08883607817603 7.0031891789867 5.97247964676415 6.57489743694355 1.63777551085419 -3.98343233953493 -3.15045392785462 -2.93290103640295 -0.672938314266743 0.28713063638481 0.980341609248963 3.30558482604983 5.80917967261532 -1.04667733177872 -0.109810606411442
"R29" 24.6021150898701 14.6050878670639 9.26988643193845 10.4275967052633 20.5802500698086 15.8642433560218 30.0831680032905 26.0349030629783 32.2908110270733 28.7593938484949 4.38585987548684 5.01125239715088 40.302348066494 15.0348687982671 21.3879965695337 14.0500546076709 20.9260620827027 22.0714085146883 33.2623703148499 28.8217305807859 17.7211790467335 22.8595714204252 2.97463929650415 14.7237978281178 18.5863530686887 17.8245472457104 16.9231120049139 17.3097897648039 17.9429618087574 19.3318101851456 2.37923968300587 6.22277637552765 13.6883279630391 15.082973798334 15.6158377848492 11.7654028285164 13.6565376792668 13.1915538468987 16.1204651345059 19.4882984963131 7.64772927517806 10.496761609047 9.64142358696132 6.36144944247876 8.89589364354087 8.47018496582244 11.1329919371238 12.8989204388701 18.3509924120896 17.7705844266832 9.12335202613887 5.84367665623876 7.41871866432223 6.35361712983227 5.47900431983732 7.45203211761792 10.68243557886 11.195482870339 10.639312222819 10.6034044920351 0.896690551317124 10.7826734815516 5.0936379898852 4.6805272435979 6.72263414162031 5.56629659074498 7.52234679376858 9.40947752046036 8.74404444157021 17.7314025874753 -3.16106797576788 0.454342658307031 3.62374157139303 4.10233204826536 5.56029159573867 4.75567935283421 5.84440094822375 10.6389019492026 10.7941849775634 4.27887005950076 -2.40821845478736 -0.0381623836356648 1.2700360608257 0.288049595544866 1.85331742987221 4.07077444949365 6.57006145561106 6.93493368624667 6.13829106666235 3.1640053547186 -3.98756664981662 -2.9225750476862 -2.69188992742467 -0.186253629925115 -0.310554789047345 0.171093618620736 2.68102881167856 6.95027521068466 0.804946732984791 -0.358547112555986
"R210" 30.4032283121039 19.4779198376702 11.5599047117447 15.596922421659 29.0148096633058 23.8229155866757 37.6410457838438 27.9930518696025 39.2922562113221 43.9009845054709 11.9914245672258 10.839832148579 40.3660609559829 19.0621598220666 28.6735104589574 17.2346287939279 25.0251316107493 24.5774250193094 28.8217305807859 50.1480987143781 21.3168442566578 25.4780451156322 7.87103473517266 17.3887868355069 20.4177033078859 19.9427207012189 20.1013116377206 20.0621765104097 23.6045713957462 29.0255118534808 9.42800443288612 8.76253886014131 14.373394390283 17.8211961485687 17.2613764927633 14.1670374080887 14.8603328585727 15.7036051360711 19.4414574175206 32.3456766362687 10.4109434360596 9.66160237639946 10.930235195758 6.50267811386851 10.9964617343637 10.472181444125 13.5452965629822 13.560050467137 21.8491600589832 25.8299555631929 11.6933275631209 6.65932674689653 8.22515670312229 7.07561631813777 5.80208584898997 7.81100022996903 10.9429069962058 14.1457555048425 11.2072113760527 19.5940136138807 1.52156997927341 9.46408095012801 5.25587043654479 4.96681890776411 6.00988520851491 7.60049860152974 7.70037582951734 11.3740388837781 14.589077256854 26.9913378548242 -3.25859599715904 -0.0927883864477874 4.22915447505453 3.50502114677149 5.43903802593078 4.36003712645781 7.41455682414437 10.7309484923524 10.2483160169676 8.84643457820119 -2.93371274277049 -0.217117102568763 0.44417265457782 -1.37726093177707 1.69240807862473 3.52279038989052 8.95554773970092 6.82584176711052 10.6353927978741 11.0231575310256 -5.41153770070173 -3.96302803328875 -2.64110079734966 -1.14306102521508 -1.32687086375018 0.404380253537804 3.57568738687308 7.21215615885155 7.97337783606642 3.43814755041535
"R31" 29.4493523146297 23.193740647679 17.161277581194 14.0440220019057 22.8294636260289 20.7549379687969 27.3592341713721 16.5573887516379 22.2182801101805 22.1389360697928 18.7992191452237 13.1327688513158 39.9307107488514 17.6959602274061 17.1368226668176 9.3120209672845 19.3569371173854 17.3284334365193 17.7211790467335 21.3168442566578 67.548260954136 26.1871102882782 9.75806370468796 12.6498814744625 15.7518917601974 17.3071546704166 15.0437233816418 12.4531238122065 11.4842830805308 12.6690495133285 15.2229057885949 11.547721994326 15.272872310766 13.9907956791844 11.8507684926687 11.5629019455774 8.65402694516311 9.78876674229876 10.0559751154604 15.1774095252043 14.6611841930146 14.473600275656 11.0935469473932 6.97379308224135 6.51956790181628 8.76177852397134 8.86685968832408 8.80291905986237 7.64615001212563 9.41375994420371 16.4152605036461 8.52127682970807 7.90487994656442 6.88072239249551 3.63788504334169 4.43153975880009 7.12849770264956 5.0851897266438 2.76503901717418 10.5614263715152 8.1240143173422 10.9431226393682 3.31876568964297 5.4767992442221 4.61691426975973 1.77451545472454 3.93331796438943 2.36993004152335 3.37687095281297 10.5363392244275 6.14146694520554 2.73549225886228 5.07930187180548 1.05502205245975 2.99265353669111 2.03880735478909 0.788235669120052 5.28561329988472 3.65618944795235 3.96379492696063 3.42351678040199 1.24374995642112 -0.182538128581144 -2.7895042717893 -1.19364304386773 -1.93145703930794 -1.24065650216399 -1.06887639363917 0.598903047501768 2.12550783652858 -2.343151516464 -3.07091006077415 -3.39054815159856 -2.9399127845848 -3.88691876463139 -3.49706362782981 -1.29688123718321 2.98238317379986 3.58765055926481 2.78532737262308
"R32" 27.1310814708446 11.8653998647689 5.99891633763578 8.2082247654948 20.863906496846 11.5496674049754 35.5735808748215 23.4323676712893 34.3188280594852 24.5858730590899 9.98997628703992 6.65761106735715 48.2110881129915 19.4836999135342 20.222842448335 16.6502275883437 20.7538846220758 22.7629032417286 22.8595714204252 25.4780451156322 26.1871102882782 59.6020373119988 6.78113961504583 18.5825575068912 19.1433583060855 17.8958216647052 18.9477439177992 16.4061210356274 15.7058852624896 15.1160291689205 10.6170193915306 5.47300728692242 17.0603937563987 18.0136690435897 17.1171998220762 13.8293890180189 12.3678024794611 11.1985421781177 13.1045222229215 15.114462805215 14.4920711675363 14.9924591568165 9.24720723016849 8.24053822710309 7.10167042417413 8.65021492835606 8.25746714367361 9.45614747379487 15.8019785235878 10.1485665496864 15.1672250684338 8.42548017517459 8.26625877834256 6.00070722470332 5.07655904044534 5.96267996418489 9.19959107383806 6.63083286314449 4.41111324442323 6.83989314239272 5.98311232208072 14.3325904459292 4.35375709702235 5.30408909114441 6.53898615813667 3.88147549094498 3.42567135866197 3.65857118222144 4.98689368180506 13.3860211446367 1.89511636318946 1.45162720917705 5.72410719237162 3.51248353869948 3.87548953682489 1.4698062638706 0.286262678618669 6.40174033674149 5.67919882532472 -4.48893412139571 1.93002003969981 0.540979914288545 1.50353680033114 0.50340185309291 0.583282232489319 1.29354677895422 2.65822819159821 1.13862471705281 -1.01680668624693 -1.31325562608465 -2.54880764395252 -2.72044833884696 -2.91825835036011 -1.97727557801852 -1.67495265021067 -2.25484126315013 -1.89941430216383 2.99240977665215 -3.15774557131151 -2.54465614678303
"R33" 9.36892291411222 3.26411515333598 14.1730679105448 13.1231279854749 9.39741032887977 1.16227095120576 4.42218607081788 3.46496300582178 2.31827774798902 6.43313488831783 19.9521947566075 17.5438246959863 2.16182027572171 3.7552310855271 5.82824066282768 2.56427750764089 6.25493960441877 3.85261962843652 2.97463929650415 7.87103473517266 9.75806370468796 6.78113961504583 31.7062263330406 0.488421581279749 6.25914983317413 4.34709192409059 2.03900280626888 3.05085882091813 2.55947228606212 5.1481802658181 17.3105486216569 10.2399624731219 7.52842983305756 6.98495728013267 3.02616059099059 1.26492086084342 2.33111178357736 3.61108436511292 2.35027210356215 6.195946362865 8.16066163622734 3.14393324243501 7.4894745735014 1.772477345343 3.65584352070434 4.47077791518643 3.98192024465144 1.51435982659649 0.272878579543834 1.73152137828144 4.76392008705618 4.57469027999686 5.9208223286075 3.10693868575312 2.82472150731338 -0.766591026435227 1.21659957456125 -0.245052783442354 -1.92518112930301 6.59605116114054 5.67811597936423 6.90637880689111 3.46015354855119 2.49805584463622 0.472999622721882 0.472711844722209 -0.334022646589081 0.792466782626288 -5.09709250430679 -3.5368970085857 4.98095844306137 2.75023963289198 1.02237540473685 0.769362146418091 -0.808726406376675 0.827056486575569 -1.15720603589905 -3.06072338695429 -0.660424301908777 8.87834376267804 3.36532561142266 1.58306034070055 0.0463054577252629 -2.0391862404075 -0.551603729532863 -4.40371012589553 -4.34843576384774 -4.758007226871 -3.43606628790186 7.90987600159321 -1.63997676946109 -0.32098320582521 -0.201229335201993 -5.24177374559719 -4.25124863718416 -4.24489689421859 -3.63806611402167 -2.15087588265918 5.72350339115469 5.19598166829967
"R34" 13.1816508926177 12.6456286678193 3.5845026973044 4.66429566903888 15.7033987488952 18.0712018054694 23.0350415296221 21.1477348285397 21.1845699871198 20.8613340650823 1.29804450610919 0.965134787573941 24.7465599068105 14.9666679576485 18.0491751980195 12.2002695996645 12.521628733822 14.9650505017513 14.7237978281178 17.3887868355069 12.6498814744625 18.5825575068912 0.488421581279749 31.326830103667 12.2421197920109 12.7968321575931 14.8638167927819 11.6182779329023 13.6374849105238 12.4827957144459 -0.446020105624645 4.70011160844437 10.685639878963 9.69295563337876 11.4130505631554 9.92433598386157 9.28261014628089 9.43914666980252 12.2455273270902 12.1641482823426 7.4494284133136 11.290775638517 5.25284308041354 8.44669461686863 5.25609831637488 7.25932120207492 7.60668210933106 10.1573663832692 11.0278598515441 12.0763209128263 7.23122949737025 5.33678002875555 4.72752821767257 4.21650957921615 3.78539956422877 7.07954437831539 7.13989188799677 7.38185121293492 8.02234725850761 3.61719087257517 -0.0531239749828055 6.25073177619205 3.24709855905513 4.9776948787102 5.65121005381231 4.57344116472257 5.78953431735289 5.17401453075748 9.47429037632581 14.2769383872897 -0.290125037268048 1.0975065550009 5.03097397793432 3.50463614948038 4.86609091493614 4.00812304061578 3.2266486261884 6.70387102593451 5.25845381867748 -1.89084229699828 -1.27560641225136 -0.325305219228859 2.07377608068422 1.84205437280829 0.808310079037637 5.05806848963749 4.56690882071491 4.90063795928655 3.07709096167229 -2.18582548569737 -3.00991476865555 -1.90483588465382 -2.45374097772745 0.975546548775375 0.685347610960215 1.01084085401952 1.13470644129278 2.41929747992135 -3.60538580220201 -2.83124817697408
"R35" 20.2065760180204 9.65319074276393 12.2527113461642 9.46442618691123 18.3263705454408 9.89926842800917 23.5795566589575 19.5739380798845 21.5630738465669 18.061917699893 6.93914604933429 6.855041626657 29.0134765082809 15.0675209140752 18.7810001214998 11.8496894245092 17.4591031647187 16.7965620771657 18.5863530686887 20.4177033078859 15.7518917601974 19.1433583060855 6.25914983317413 12.2421197920109 27.0461663571152 14.3883988110989 14.6609854665417 12.6100911660623 12.4101324433132 13.2689052563858 6.0278673182567 8.82469311393344 12.1053452609282 11.8843242931225 12.626554722466 9.93205897828403 10.3299107612425 9.12085173696413 12.1472457327127 11.9450590369422 6.69367948709633 11.0677904496428 8.40144825260811 5.95292367465777 7.0643063327051 7.85044148093283 9.36629852324653 8.15576754825559 11.2759044183991 10.7443686281218 10.6717134162146 5.93285943937875 7.2896964136518 6.29941486765877 4.44107898070139 5.42906800598466 8.2847491758699 6.27860455030129 6.98537640118145 7.87145673608933 2.90816647818414 11.8836151545739 4.73982694789971 4.60040937001607 5.33516134414945 4.1332499900317 4.42703638626967 5.87368535100401 2.13378779903802 12.6090866327576 -0.163634088343443 1.09729207603874 3.5207547183252 2.27405579501172 4.33701985220641 2.87376313578454 2.1902709722796 6.29412927347731 6.51477981377767 3.62079906668144 -0.143085878373346 -0.240088357173304 1.7189163830401 -0.373246646371705 0.544162934535472 2.24204373937031 2.20595125411816 1.813642805453 -0.0893705884291477 2.81962682239436 -2.84846955677908 -1.75779935095832 -1.74084233883638 -1.06913663358904 -1.79069445834525 -1.26326118035327 0.53638913812542 4.06851851469322 2.01839628431105 0.980599032526496
"R36" 16.9363496684032 15.5670031821515 8.89543795931399 10.4919963932182 16.9052516151342 9.97406536253747 22.9791914453917 18.9860370820232 25.1420750239805 16.6682398101709 4.71893920059039 5.64887898675348 36.5087625707326 9.51120050068841 16.5500312877541 10.3490749916954 15.2317001342867 17.5657810604635 17.8245472457104 19.9427207012189 17.3071546704166 17.8958216647052 4.34709192409059 12.7968321575931 14.3883988110989 24.4651375779691 13.3166796006644 13.4935938243886 13.909798637954 14.678620576288 3.45164035269224 5.94595036316865 10.127680851378 12.5021400783533 12.0082510242384 9.84819421068732 10.7786105630795 8.97272929329293 11.902925933947 12.3807088071233 6.79698883463472 9.20855008342992 7.64886512379239 5.39559446067188 6.6251509110751 7.44393172347786 8.85295807085194 10.1049876888284 11.2589652947245 11.6166888165661 7.5060932589858 4.40140579666978 6.94349419482665 4.67722891098184 5.18067054331746 6.09424352232266 8.37848862925858 7.80282045250224 7.19787894363163 6.82518358512451 2.4183403327918 9.52492136825314 3.54372787828268 5.0723475773364 5.49956591985594 4.57822959628958 5.00579849311539 6.83495066190266 4.76713228913386 12.7590606581474 -1.21559805293212 1.20234767991309 3.85230773805241 2.7444217275966 4.88553197079419 3.91057209218346 4.46824109110855 6.2666910088621 8.95106938465893 3.96248544629223 -1.00661896167011 0.233326049648088 1.88367145665681 -0.520396954996359 0.438578114764063 2.59980952929839 3.51250395574661 3.91905446323399 4.72774293168552 2.78197467399415 -3.68837131431781 -1.0949527637062 -2.41491854666768 -0.437986282890679 -1.08727177070503 -0.961888407390315 1.25335546184496 4.51596883227188 -0.559387093743493 0.880481513474053
